Longitude,Latitude,,
-122.39452,38.31188,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: ANALYSIS<BR>
-122.39139,38.313442,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: ANALYSIS<BR>
-122.59608,38.419692,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: ANALYSIS<BR>
-122.59139,38.41813,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: ANALYSIS<BR>
-122.53827,38.43688,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: ANALYSIS<BR>
-122.69764,38.566568,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: ANALYSIS<BR>
-122.69921,38.565005,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: ANALYSIS<BR>
-122.71327,38.504067,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0950<BR>Satellite: MODIS AQUA<BR>Method of Detection: ANALYSIS<BR>
-156.42394,20.817191,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0845<BR>Satellite: MODIS TERRA<BR>Method of Detection: ANALYSIS<BR>
-156.43144,20.818441,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0845<BR>Satellite: MODIS TERRA<BR>Method of Detection: ANALYSIS<BR>
-156.44019,20.818441,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0845<BR>Satellite: MODIS TERRA<BR>Method of Detection: ANALYSIS<BR>
-156.43769,20.814691,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0845<BR>Satellite: MODIS TERRA<BR>Method of Detection: ANALYSIS<BR>
-156.43019,20.813441,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0845<BR>Satellite: MODIS TERRA<BR>Method of Detection: ANALYSIS<BR>
-156.42644,20.813441,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0845<BR>Satellite: MODIS TERRA<BR>Method of Detection: ANALYSIS<BR>
-156.43019,20.809691,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0845<BR>Satellite: MODIS TERRA<BR>Method of Detection: ANALYSIS<BR>
-156.42644,20.812191,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0845<BR>Satellite: MODIS TERRA<BR>Method of Detection: ANALYSIS<BR>
-156.43519,20.809691,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0845<BR>Satellite: MODIS TERRA<BR>Method of Detection: ANALYSIS<BR>
-156.43644,20.814691,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0845<BR>Satellite: MODIS TERRA<BR>Method of Detection: ANALYSIS<BR>
-156.43269,20.814691,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0845<BR>Satellite: MODIS TERRA<BR>Method of Detection: ANALYSIS<BR>
-156.42394,20.812191,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 0845<BR>Satellite: MODIS TERRA<BR>Method of Detection: ANALYSIS<BR>
-123.18146,41.436762,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1153<BR>Satellite: AVHRR NOAA-19<BR>Method of Detection: ANALYSIS<BR>
-123.19122,41.442621,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1153<BR>Satellite: AVHRR NOAA-19<BR>Method of Detection: ANALYSIS<BR>
-123.74787,41.800043,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1153<BR>Satellite: AVHRR NOAA-19<BR>Method of Detection: ANALYSIS<BR>
-123.20685,41.95434,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1153<BR>Satellite: AVHRR NOAA-19<BR>Method of Detection: ANALYSIS<BR>
-122.99787,40.186761,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1153<BR>Satellite: AVHRR NOAA-19<BR>Method of Detection: ANALYSIS<BR>
-123.04669,40.194573,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1153<BR>Satellite: AVHRR NOAA-19<BR>Method of Detection: ANALYSIS<BR>
-123.02521,40.178948,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1153<BR>Satellite: AVHRR NOAA-19<BR>Method of Detection: ANALYSIS<BR>
-121.56818,39.618401,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1153<BR>Satellite: AVHRR NOAA-19<BR>Method of Detection: ANALYSIS<BR>
-121.34161,39.339104,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1153<BR>Satellite: AVHRR NOAA-19<BR>Method of Detection: ANALYSIS<BR>
-123.17169,39.290276,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1153<BR>Satellite: AVHRR NOAA-19<BR>Method of Detection: ANALYSIS<BR>
-123.3006,39.34887,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1153<BR>Satellite: AVHRR NOAA-19<BR>Method of Detection: ANALYSIS<BR>
-123.30646,39.350823,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1153<BR>Satellite: AVHRR NOAA-19<BR>Method of Detection: ANALYSIS<BR>
-123.3006,39.346917,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1153<BR>Satellite: AVHRR NOAA-19<BR>Method of Detection: ANALYSIS<BR>
-122.27911,38.378166,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1153<BR>Satellite: AVHRR NOAA-19<BR>Method of Detection: ANALYSIS<BR>
-122.41779,38.286369,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1153<BR>Satellite: AVHRR NOAA-19<BR>Method of Detection: ANALYSIS<BR>
-122.49005,38.397697,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1153<BR>Satellite: AVHRR NOAA-19<BR>Method of Detection: ANALYSIS<BR>
-120.29083,38.850823,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1153<BR>Satellite: AVHRR NOAA-19<BR>Method of Detection: ANALYSIS<BR>
-120.00763,38.348869,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1153<BR>Satellite: AVHRR NOAA-19<BR>Method of Detection: ANALYSIS<BR>
-118.4256,36.253165,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1153<BR>Satellite: AVHRR NOAA-19<BR>Method of Detection: ANALYSIS<BR>
-118.42755,36.23754,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1153<BR>Satellite: AVHRR NOAA-19<BR>Method of Detection: ANALYSIS<BR>
-156.4348068,20.81364488,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1140<BR>Satellite: Suomi NPP<BR>Method of Detection: ANALYSIS<BR>
-96.98139439,34.92298933,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1252<BR>Satellite: AVHRR NOAA-15<BR>Method of Detection: ANALYSIS<BR>
-123.3378568,39.28602881,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1433<BR>Satellite: AVHRR NOAA-15<BR>Method of Detection: ANALYSIS<BR>
-123.3116068,39.28977881,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1433<BR>Satellite: AVHRR NOAA-15<BR>Method of Detection: ANALYSIS<BR>
-122.4891068,38.35477883,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1433<BR>Satellite: AVHRR NOAA-15<BR>Method of Detection: ANALYSIS<BR>
-122.4878568,38.35602883,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1433<BR>Satellite: AVHRR NOAA-15<BR>Method of Detection: ANALYSIS<BR>
-121.3609818,39.41555138,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1433<BR>Satellite: AVHRR NOAA-15<BR>Method of Detection: ANALYSIS<BR>
-120.0154037,38.34497044,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1433<BR>Satellite: AVHRR NOAA-15<BR>Method of Detection: ANALYSIS<BR>
-119.5732162,37.66372042,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1433<BR>Satellite: AVHRR NOAA-15<BR>Method of Detection: ANALYSIS<BR>
-115.0647783,32.39522206,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1433<BR>Satellite: AVHRR NOAA-15<BR>Method of Detection: ANALYSIS<BR>
-102.2672625,49.47567187,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1430<BR>Satellite: GOES-EAST<BR>Method of Detection: ANALYSIS<BR>
-101.130483,49.05986996,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1430<BR>Satellite: GOES-EAST<BR>Method of Detection: ANALYSIS<BR>
-102.1833392,48.91872619,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1545<BR>Satellite: GOES-EAST<BR>Method of Detection: ANALYSIS<BR>
-101.733205,49.78847697,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1545<BR>Satellite: GOES-EAST<BR>Method of Detection: ANALYSIS<BR>
-100.6994223,49.16286676,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1515<BR>Satellite: GOES-EAST<BR>Method of Detection: ANALYSIS<BR>
-102.4732561,50.12798495,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1515<BR>Satellite: GOES-EAST<BR>Method of Detection: ANALYSIS<BR>
-101.344106,49.13997858,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1615<BR>Satellite: GOES-EAST<BR>Method of Detection: ANALYSIS<BR>
-93.73283277,31.82070574,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1545<BR>Satellite: GOES-EAST<BR>Method of Detection: ANALYSIS<BR>
-92.63420016,31.54986228,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1545<BR>Satellite: GOES-EAST<BR>Method of Detection: ANALYSIS<BR>
-92.54264744,31.03487825,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1515<BR>Satellite: GOES-EAST<BR>Method of Detection: ANALYSIS<BR>
-92.79823211,31.22942777,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1545<BR>Satellite: GOES-EAST<BR>Method of Detection: ANALYSIS<BR>
-85.12322481,30.599642,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1445<BR>Satellite: GOES-EAST<BR>Method of Detection: ANALYSIS<BR>
-80.99663892,26.76567235,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1430<BR>Satellite: GOES-EAST<BR>Method of Detection: ANALYSIS<BR>
-81.02349438,26.71928564,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1600<BR>Satellite: GOES-EAST<BR>Method of Detection: ANALYSIS<BR>
-78.44563689,37.04797253,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1615<BR>Satellite: GOES-EAST<BR>Method of Detection: ANALYSIS<BR>
-112.049881,35.28657069,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1630<BR>Satellite: GOES-WEST<BR>Method of Detection: ANALYSIS<BR>
-102.7563241,50.66118729,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1611<BR>Satellite: GOES-WEST<BR>Method of Detection: ANALYSIS<BR>
-104.3346552,50.68026078,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1611<BR>Satellite: GOES-WEST<BR>Method of Detection: ANALYSIS<BR>
-101.8932487,48.78244873,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1611<BR>Satellite: GOES-WEST<BR>Method of Detection: ANALYSIS<BR>
-102.1412041,50.36554823,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1615<BR>Satellite: GOES-WEST<BR>Method of Detection: ANALYSIS<BR>
-123.01,40.19,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1145<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-122.18,38.28,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1145<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-123.01,40.19,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1215<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-122.18,38.28,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1230<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-123.27,39.36,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1230<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.12,39.37,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1230<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.17,38.27,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1230<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-118.43,36.26,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1230<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.24,39.36,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1241<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.12,39.37,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1241<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.17,38.27,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1241<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-118.43,36.26,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1241<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.01,40.19,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1245<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-122.18,38.28,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1245<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-123.24,39.36,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1245<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-118.43,36.26,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1245<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.01,40.19,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1300<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-122.18,38.28,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1300<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-123.27,39.36,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1300<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.12,39.37,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1300<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.17,38.27,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1300<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-118.43,36.26,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1300<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.27,39.36,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1311<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.12,39.37,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1311<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.6,38.42,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1311<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.42,38.32,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1311<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.17,38.27,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1311<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-118.43,36.26,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1311<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.01,40.19,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1315<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-122.18,38.28,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1315<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-123.27,39.36,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1315<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.12,39.37,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1315<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.6,38.42,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1315<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.26,38.43,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1315<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.42,38.32,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1315<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.19,38.32,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1315<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.17,38.27,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1315<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-118.43,36.26,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1315<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.01,40.19,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1330<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-122.6,38.37,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1330<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-122.18,38.28,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1330<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-123.27,39.36,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1330<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.12,39.37,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1330<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.6,38.42,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1330<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.17,38.27,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1330<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-118.43,36.26,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1330<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.27,39.36,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1341<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.12,39.37,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1341<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.6,38.42,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1341<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.17,38.27,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1341<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-118.43,36.26,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1341<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.01,40.19,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1345<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-122.18,38.28,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1345<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-123.27,39.36,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1345<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.12,39.37,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1345<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.6,38.42,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1345<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.17,38.27,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1345<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-118.43,36.26,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1345<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.01,40.19,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1400<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-122.18,38.28,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1400<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-123.27,39.36,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1400<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.12,39.37,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1400<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.6,38.42,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1400<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.17,38.27,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1400<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-118.43,36.26,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1400<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.24,39.36,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1411<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.6,38.42,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1411<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-118.43,36.26,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1411<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.01,40.19,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1415<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-122.18,38.28,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1415<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-123.27,39.36,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1415<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.12,39.37,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1415<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.6,38.42,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1415<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.23,38.43,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1415<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-118.43,36.26,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1415<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.01,40.19,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1430<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-122.19,38.39,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1430<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-122.18,38.28,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1430<BR>Satellite: GOES-East<BR>Method of Detection: ABBA<BR>
-123.24,39.36,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1430<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.12,39.37,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1430<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.6,38.42,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1430<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.26,38.43,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1430<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.17,38.27,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1430<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-118.43,36.26,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1430<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.24,39.36,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1441<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.12,39.37,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1441<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-118.43,36.26,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1441<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-118.43,36.26,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1445<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.12,39.37,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1530<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.23,38.43,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1530<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-118.46,36.26,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1530<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-123.12,39.37,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1541<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.23,38.43,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1541<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.17,38.27,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1541<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-118.46,36.26,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1541<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-122.26,38.43,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1545<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-118.46,36.26,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1545<BR>Satellite: GOES-West<BR>Method of Detection: ABBA<BR>
-125.44,55.03,,<BR>Fire Attributes:<BR>YearDay: 2017283<BR>Time: 1153<BR>Satellite: AVHRR NOAA-19<BR>Method of Detection: FIMMA<BR>
